IP;MAC Address;Host Name;Phone DN;App Load ID;Boot Load ID;Version;Hardware Revision;Serial Number;Model Number;Message Waiting;UDI;1;2;3;4;Time;Time Zone;Date;System Free Memory;Java Heap Free Memory;Java Pool Free Memory
10.159.188.84;00270DBED9B2;SEP00270DBED9B2;8901;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428VWE;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428VWE;6:44:13p;Asia/Riyadh;20/09/15;10947408;1691600;600992
10.159.188.85;FCFBFB10D7BA;SEPFCFBFB10D7BA;8709;jar42sccp.9-0-3TH1-22.sbn;tnp42.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH14098DHX;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V06;FCH14098DHX;6:44:08p;Asia/Riyadh;20/09/15;7348896;2840672;470224
10.159.188.86;001BD512D5DC;SEP001BD512D5DC;8762;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208AWD;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208AWD;6:44:11p;Asia/Riyadh;20/09/15;10836816;1648320;554168
10.159.188.87;1C17D340718F;SEP1C17D340718F;7878;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178DM8;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178DM8;6:44:17p;Asia/Riyadh;20/09/15;10763088;1671332;539704
10.159.188.88;001BD47E0984;SEP001BD47E0984;7876;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178JMH;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178JMH;6:44:14p;Asia/Riyadh;20/09/15;10746704;1624708;538960
10.159.188.89;001BD512D8F8;SEP001BD512D8F8;8771;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208BKT;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208BKT;6:44:17p;Asia/Riyadh;20/09/15;10947408;1709564;613032
10.159.188.90;001BD4A06227;SEP001BD4A06227;7815;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179GU0;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179GU0;6:44:15p;Asia/Riyadh;20/09/15;10873680;1703400;592760
10.159.188.91;00270DBFA6BB;SEP00270DBFA6BB;8700;jar75sccp.8-3-1-22.sbn;tnp75.8-3-4-16BN01.bin;SCCP75.8-3-2S;10.0;FCH1342A8D6;CP-7975G;No;phone;Cisco Unified IP Phone 7975G, Global, Gig Ethernet, Color;CP-7975G;V07;FCH1342A8D6;6:44:16p;Saudi Arabia Standard Time;20/09/15
10.159.188.92;00269942ACCB;SEP00269942ACCB;8704;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13438SBJ;CP-7911G;Yes;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13438SBJ;6:44:19p;Asia/Riyadh;20/09/15;10963792;1694864;601856
10.159.188.93;001BD47E0946;SEP001BD47E0946;7891;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178JKP;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178JKP;6:44:15p;Asia/Riyadh;20/09/15;10939216;1693964;601896
10.159.188.94;001BD4A025D3;SEP001BD4A025D3;8735;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178ZZD;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178ZZD;6:44:17p;Asia/Riyadh;20/09/15;10963792;1701452;601272
10.159.188.95;00270DBEDCAD;SEP00270DBEDCAD;8773;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428WJV;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428WJV;6:44:22p;Asia/Riyadh;20/09/15;10730320;1706836;558864
10.159.188.96;001BD4A05D71;SEP001BD4A05D71;7828;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179FSJ;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179FSJ;6:44:24p;Asia/Riyadh;20/09/15;10947408;1723992;593088
10.159.188.97;00270DBF9982;SEP00270DBF9982;8748;jar42sccp.8-5-2TH1-9.sbn;tnp42.8-3-1-21a.bin;SCCP42.8-5-2S;11.0;FCH1342A5FM;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V06;FCH1342A5FM;6:44:17p;20/09/15;8298496;2737056;134152
10.159.188.98;8478ACE7E34B;SEP8478ACE7E34B;8755;jar45sccp.9-0-3TH1-22.sbn;tnp65.9-3-1-48.bin;SCCP45.9-0-3S;12.0;FCH16498A37;CP-7965G;No;phone;Cisco Unified IP Phone 7965G, Global, Gig Ethernet, Color;CP-7965G;V11;FCH16498A37;6:44:19p;Asia/Riyadh;20/09/15;5673632;2659804;219120
10.159.188.99;ECC882B1905C;SEPECC882B1905C;8703;jar75sccp.9-0-3TH1-22.sbn;tnp75.8-3-4-16BN01.bin;SCCP75.9-0-3S;11.0;FCH14458LYG;CP-7975G;No;phone;Cisco Unified IP Phone 7975G, Global, Gig Ethernet, Color;CP-7975G;V09;FCH14458LYG;6:44:22p;Asia/Riyadh;20/09/15;5673632;2659688;267384
10.159.188.100;081FF3632549;SEP081FF3632549;8711;jar42sccp.9-0-3TH1-22.sbn;tnp42.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH1411AGBA;CP-7942G;Yes;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V06;FCH1411AGBA;6:44:22p;Asia/Riyadh;20/09/15;7864992;2691252;138288
10.159.188.101;B4A4E3D73B65;SEPB4A4E3D73B65;8540;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH1438AKHG;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1438AKHG;6:44:28p;Asia/Riyadh;20/09/15;10734416;1682352;552688
10.159.188.102;001BD4A0624A;SEP001BD4A0624A;8782;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179GV1;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179GV1;6:44:29p;Asia/Riyadh;20/09/15;10996560;1714168;602104
10.159.188.103;001BD512ECAA;SEP001BD512ECAA;8783;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208FY3;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208FY3;6:44:25p;Asia/Riyadh;20/09/15;10947408;1695960;584600
10.159.188.104;00270DBED9D8;SEP00270DBED9D8;8718;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428VXJ;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428VXJ;6:44:28p;Asia/Riyadh;20/09/15;10373968;1630120;532728
10.159.188.105;20BBC0935500;SEP20BBC0935500;8712;jar42sccp.9-0-3TH1-22.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH17089JRU;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH17089JRU;6:44:24p;Asia/Riyadh;20/09/15;7332512;2701580;465384
10.159.188.106;001BD4A01D25;SEP001BD4A01D25;8785;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178Y21;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178Y21;6:44:26p;Asia/Riyadh;20/09/15;10955600;1712016;592328
10.159.188.107;001BD512D8E3;SEP001BD512D8E3;7886;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208BK6;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208BK6;6:44:29p;Asia/Riyadh;20/09/15;10783568;1676032;566256
10.159.188.108;1C17D3406E57;SEP1C17D3406E57;7839;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178CX0;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178CX0;6:44:31p;Asia/Riyadh;20/09/15;10947408;1745848;584456
10.159.188.109;00270DBFD4AB;SEP00270DBFD4AB;8736;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH134380TZ;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH134380TZ;6:44:25p;Asia/Riyadh;20/09/15;10955600;1701304;592744
10.159.188.110;001BD49FF539;SEP001BD49FF539;8761;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178P7E;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178P7E;6:44:31p;Asia/Riyadh;20/09/15;10963792;1715332;612840
10.159.188.111;001BD47E0838;SEP001BD47E0838;8795;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178JBR;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178JBR;6:44:30p;Asia/Riyadh;20/09/15;10771280;1664152;548592
10.159.188.112;001BD512D704;SEP001BD512D704;8529;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208B53;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208B53;6:44:33p;Asia/Riyadh;20/09/15;10824528;1683612;600952
10.159.188.113;001BD512D7AC;SEP001BD512D7AC;8789;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208BA1;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208BA1;6:44:29p;Asia/Riyadh;20/09/15;10836816;1673368;555144
10.159.188.114;00270DBEDAED;SEP00270DBEDAED;8729;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428W5P;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428W5P;6:44:27p;Asia/Riyadh;20/09/15;10660688;1757120;524440
10.159.188.115;2893FEA2EF9F;SEP2893FEA2EF9F;8749;jar42sccp.9-0-3TH1-22.sbn;tnp42.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH1414A211;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V06;FCH1414A211;6:44:28p;Asia/Riyadh;20/09/15;7299744;2702400;469032
10.159.188.116;3037A617CF1A;SEP3037A617CF1A;8713;jar42sccp.9-0-3TH1-22.sbn;tnp62.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH14088E8E;CP-7962G;Yes;phone;Cisco Unified IP Phone 7962G, Global;CP-7962G;V06;FCH14088E8E;6:44:35p;Asia/Riyadh;20/09/15;7295648;2651484;466768
10.159.188.117;2C3F38C9FF0E;SEP2C3F38C9FF0E;7862;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH154284AY;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH154284AY;6:44:27p;Asia/Riyadh;20/09/15;10771280;1710056;559104
10.159.188.118;001BD512D5B1;SEP001BD512D5B1;8715;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208AV4;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208AV4;6:44:38p;Asia/Riyadh;20/09/15;10963792;1662076;602368
10.159.188.119;001BD4A061DC;SEP001BD4A061DC;8738;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179GRT;CP-7911G;Yes;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179GRT;6:44:34p;Asia/Riyadh;20/09/15;10926928;1697908;582248
10.159.188.120;001BD4A02DEA;SEP001BD4A02DEA;7814;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH111791SB;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH111791SB;6:44:30p;Asia/Riyadh;20/09/15;10939216;1734960;601048
10.159.188.122;001BD512D813;SEP001BD512D813;8779;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208BD2;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208BD2;6:44:38p;Asia/Riyadh;20/09/15;10787664;1652904;538440
10.159.188.123;1C17D337C7E7;SEP1C17D337C7E7;7835;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH1416A78J;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH1416A78J;6:44:33p;Asia/Riyadh;20/09/15;10816336;1723524;598680
10.159.188.124;001BD512D6CF;SEP001BD512D6CF;8741;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208B3J;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208B3J;6:44:38p;Asia/Riyadh;20/09/15;10791760;1713036;592776
10.159.188.125;00270DBFD473;SEP00270DBFD473;7824;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH134380SB;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH134380SB;6:44:40p;Asia/Riyadh;20/09/15;10963792;1711608;612088
10.159.188.126;001BD512D7BB;SEP001BD512D7BB;8742;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208BAG;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208BAG;6:44:39p;Asia/Riyadh;20/09/15;10955600;1705480;601472
10.159.188.127;8CB64FF61136;SEP8CB64FF61136;8739;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15018AQT;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15018AQT;6:44:40p;Asia/Riyadh;20/09/15;10718032;1595092;546264
10.159.188.128;24B65745969C;SEP24B65745969C;7818;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH1542AV8G;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1542AV8G;6:44:42p;Asia/Riyadh;20/09/15;10955600;1709876;601128
10.159.188.129;001BD512D900;SEP001BD512D900;7803;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208BL1;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208BL1;6:44:40p;Asia/Riyadh;20/09/15;10910544;1701552;599728
10.159.188.130;001BD512D852;SEP001BD512D852;7867;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208BEX;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208BEX;6:44:39p;Asia/Riyadh;20/09/15;10656592;1612488;547032
10.159.188.131;001BD4A060BC;SEP001BD4A060BC;7885;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179GHB;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179GHB;6:44:40p;Asia/Riyadh;20/09/15;10758992;1704080;612576
10.159.188.132;001BD4A01D27;SEP001BD4A01D27;8758;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178Y23;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178Y23;6:44:39p;Asia/Riyadh;20/09/15;10947408;1744640;601768
10.159.188.133;88F077885CFD;SEP88F077885CFD;7893;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15178L00;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15178L00;6:44:43p;Asia/Riyadh;20/09/15;10947408;1709696;599568
10.159.188.134;00270DBEDB2A;SEP00270DBEDB2A;8750;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428W7G;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428W7G;6:44:39p;Asia/Riyadh;20/09/15;10869584;1707676;590896
10.159.188.135;1C17D337C7DF;SEP1C17D337C7DF;7836;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH1416A78A;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH1416A78A;6:44:38p;Asia/Riyadh;20/09/15;10955600;1707908;602072
10.159.188.136;001BD512ED09;SEP001BD512ED09;8781;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208G0W;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208G0W;6:44:44p;Asia/Riyadh;20/09/15;10955600;1704224;593120
10.159.188.137;1C17D3406FEB;SEP1C17D3406FEB;7819;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178D8W;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178D8W;6:44:47p;Asia/Riyadh;20/09/15;10881872;1682872;594608
10.159.188.138;1C17D3406592;SEP1C17D3406592;7842;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178AYX;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178AYX;6:44:45p;Asia/Riyadh;20/09/15;10988368;1710960;602184
10.159.188.139;1C17D34063E2;SEP1C17D34063E2;7831;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178AL5;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178AL5;6:44:43p;Asia/Riyadh;20/09/15;10947408;1700124;592312
10.159.188.140;001BD4A01D73;SEP001BD4A01D73;8778;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178Y4B;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178Y4B;6:44:43p;Asia/Riyadh;20/09/15;10963792;1784384;592984
10.159.188.141;1C17D340701D;SEP1C17D340701D;7898;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178DAC;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178DAC;6:44:46p;Asia/Riyadh;20/09/15;10951504;1671808;583256
10.159.188.142;001BD49FF6EC;SEP001BD49FF6EC;7826;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178PL8;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178PL8;6:44:47p;Asia/Riyadh;20/09/15;10955600;1710592;592936
10.159.188.143;001BD512E639;SEP001BD512E639;8757;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208EHL;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208EHL;6:44:45p;Asia/Riyadh;20/09/15;10955600;1728368;601528
10.159.188.144;B4A4E3D73928;SEPB4A4E3D73928;7894;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH1438AK0M;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1438AK0M;6:44:50p;Asia/Riyadh;20/09/15;10951504;1674552;591672
10.159.188.145;001BD512D78D;SEP001BD512D78D;8792;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208B94;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208B94;6:44:48p;Asia/Riyadh;20/09/15;10947408;1718132;600728
